body,category_id,head,id,image_id,left-back-leg,left-front-leg,left-wing,right-back-leg,right-front-leg,right-wing,tail
"(932, 1250)",99,"(925, 1292)",44812,59e441cc-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(852, 1270)"
"(1307, 1085)",1,"(1402, 1097)",5657,59b6164c-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(1195, 1146)","(1355, 1138)","(-1, -1)","(1148, 1091)"
"(1489, 734)",10,"(1578, 679)",16334,5a163f0e-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(1408, 797)","(1547, 780)","(-1, -1)","(1383, 766)"
"(991, 725)",1,"(1085, 719)",11615,598ad0b9-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(995, 781)","(-1, -1)","(904, 815)","(1058, 756)","(-1, -1)","(850, 752)"
"(1739, 893)",6,"(1863, 908)",20526,59a30aea-23d2-11e8-a6a3-ec086b02610b,"(1562, 1002)","(1826, 966)","(-1, -1)","(1691, 1010)","(1776, 989)","(-1, -1)","(1626, 906)"
"(349, 847)",1,"(262, 828)",29906,59b9378a-23d2-11e8-a6a3-ec086b02610b,"(452, 905)","(321, 879)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(525, 849)"
"(471, 772)",1,"(581, 776)",4668,59d5b7d1-23d2-11e8-a6a3-ec086b02610b,"(361, 858)","(-1, -1)","(-1, -1)","(455, 840)","(509, 840)","(-1, -1)","(311, 798)"
"(81, 787)",16,"(206, 850)",19648,596eeeac-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(175, 946)","(-1, -1)","(-1, -1)"
"(1446, 869)",10,"(1374, 873)",11870,59f9474b-23d2-11e8-a6a3-ec086b02610b,"(1461, 926)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(1513, 883)"
"(1385, 1096)",1,"(1467, 1106)",8629,598309b4-23d2-11e8-a6a3-ec086b02610b,"(1336, 1165)","(1361, 1168)","(-1, -1)","(1271, 1166)","(1462, 1149)","(-1, -1)","(1254, 1111)"
"(758, 777)",1,"(860, 781)",24007,597b479e-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(674, 873)","(805, 841)","(-1, -1)","(600, 814)"
"(602, 777)",1,"(718, 748)",6438,598624de-23d2-11e8-a6a3-ec086b02610b,"(580, 871)","(616, 851)","(-1, -1)","(532, 900)","(703, 817)","(-1, -1)","(464, 885)"
"(918, 619)",3,"(-1, -1)",14647,59edf14f-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(923, 840)"
"(1222, 1072)",3,"(1331, 1196)",25301,5968c133-23d2-11e8-a6a3-ec086b02610b,"(1078, 1107)","(-1, -1)","(-1, -1)","(1161, 1195)","(-1, -1)","(-1, -1)","(990, 977)"
"(1118, 285)",5,"(-1, -1)",20135,59b93786-23d2-11e8-a6a3-ec086b02610b,"(1133, 318)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(1207, 315)"
"(1175, 990)",3,"(1053, 980)",21940,59fae5fe-23d2-11e8-a6a3-ec086b02610b,"(1211, 1075)","(1083, 1079)","(-1, -1)","(1317, 1065)","(1169, 1070)","(-1, -1)","(1358, 1021)"
"(1611, 1237)",3,"(1428, 1236)",44342,59ccd184-23d2-11e8-a6a3-ec086b02610b,"(1754, 1304)","(1576, 1345)","(-1, -1)","(1662, 1330)","(1493, 1319)","(-1, -1)","(1825, 1242)"
"(-1, -1)",1,"(927, 248)",32237,5a24a6cc-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
"(296, 710)",1,"(-1, -1)",20034,59c1778d-23d2-11e8-a6a3-ec086b02610b,"(346, 778)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(432, 770)"
"(56, 585)",3,"(-1, -1)",16087,59b12ea6-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(17, 937)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
"(441, 839)",1,"(-1, -1)",32363,5a0fd19e-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(453, 931)","(-1, -1)","(-1, -1)","(372, 980)"
"(631, 966)",6,"(745, 1067)",41707,5998ccb9-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(612, 1126)","(682, 1130)","(-1, -1)","(-1, -1)"
"(1017, 687)",1,"(1000, 793)",35298,59f94448-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
"(557, 813)",11,"(591, 721)",33278,59cf4670-23d2-11e8-a6a3-ec086b02610b,"(529, 916)","(-1, -1)","(-1, -1)","(504, 930)","(-1, -1)","(477, 831)","(-1, -1)"
"(300, 911)",9,"(450, 973)",388,59a94b7c-23d2-11e8-a6a3-ec086b02610b,"(221, 1060)","(-1, -1)","(-1, -1)","(101, 1038)","(337, 1034)","(-1, -1)","(114, 929)"
"(313, 952)",1,"(-1, -1)",22617,59ec5674-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(285, 1082)","(382, 996)","(-1, -1)","(189, 1079)"
"(858, 877)",1,"(929, 903)",9373,5a1b1528-23d2-11e8-a6a3-ec086b02610b,"(785, 928)","(882, 933)","(-1, -1)","(852, 930)","(933, 927)","(-1, -1)","(768, 883)"
"(1104, 935)",3,"(1128, 1094)",14407,597cd518-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(1071, 710)"
"(831, 804)",7,"(940, 804)",5004,59e5de4d-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(742, 916)","(921, 860)","(-1, -1)","(641, 797)"
"(180, 1482)",16,"(-1, -1)",4726,597cd4c4-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(469, 1410)"
"(279, 1463)",1,"(-1, -1)",31846,599103b4-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(460, 1345)"
"(1905, 824)",5,"(1949, 860)",44965,59be3ec6-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(1936, 902)","(-1, -1)","(1885, 866)","(1909, 877)","(-1, -1)","(1960, 804)"
"(1104, 614)",16,"(1189, 594)",8009,5976a44a-23d2-11e8-a6a3-ec086b02610b,"(992, 716)","(1080, 711)","(-1, -1)","(1016, 751)","(1172, 684)","(-1, -1)","(957, 678)"
"(207, 872)",5,"(262, 833)",44288,59f94659-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(200, 952)","(260, 903)","(-1, -1)","(106, 921)"
"(30, 959)",99,"(129, 1007)",27372,59929209-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(88, 1048)","(-1, -1)","(-1, -1)","(49, 1062)","(-1, -1)","(-1, -1)"
"(627, 1045)",10,"(672, 988)",41940,59be4078-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(664, 1090)","(-1, -1)","(644, 1125)","(655, 1109)","(-1, -1)","(560, 1117)"
"(212, 726)",6,"(-1, -1)",34062,59f798f5-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(223, 876)"
"(680, 263)",5,"(667, 234)",3345,59b12fe5-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(712, 308)"
"(-1, -1)",99,"(44, 944)",18934,59751707-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
"(447, 828)",1,"(563, 805)",6834,596bd792-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(386, 903)","(511, 896)","(-1, -1)","(295, 846)"
"(1116, 801)",1,"(1195, 849)",15556,5a116ce8-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(1005, 776)"
"(1323, 634)",1,"(-1, -1)",12879,59f94565-23d2-11e8-a6a3-ec086b02610b,"(1281, 697)","(1325, 696)","(-1, -1)","(1298, 697)","(1363, 677)","(-1, -1)","(1237, 619)"
"(1129, 693)",1,"(1026, 704)",8205,59d0e44b-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(1052, 729)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(1262, 706)"
"(1645, 614)",10,"(1678, 608)",21479,59c66a96-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(1641, 665)","(-1, -1)","(-1, -1)","(1664, 666)","(-1, -1)","(1612, 628)"
"(1737, 551)",1,"(-1, -1)",15713,59da8b8a-23d2-11e8-a6a3-ec086b02610b,"(1687, 614)","(-1, -1)","(-1, -1)","(1740, 607)","(-1, -1)","(-1, -1)","(-1, -1)"
"(1517, 536)",1,"(-1, -1)",40575,59f9474c-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
"(831, 1353)",10,"(-1, -1)",39797,5a296692-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
"(1293, 616)",10,"(1356, 619)",7791,59c4c02c-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(1302, 656)","(-1, -1)","(1276, 688)","(1315, 664)","(-1, -1)","(1238, 650)"
"(397, 916)",11,"(449, 866)",34437,59a49d58-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(355, 996)","(-1, -1)","(313, 907)","(235, 888)"
"(527, 903)",11,"(497, 840)",24274,597cd491-23d2-11e8-a6a3-ec086b02610b,"(654, 990)","(-1, -1)","(620, 900)","(558, 992)","(-1, -1)","(-1, -1)","(796, 885)"
"(487, 1046)",10,"(411, 1006)",37292,5979bdef-23d2-11e8-a6a3-ec086b02610b,"(470, 1177)","(443, 1162)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(587, 1126)"
"(562, 876)",11,"(555, 820)",40147,59d5b5e9-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(494, 971)","(-1, -1)","(457, 893)","(371, 918)"
"(15, 1007)",16,"(-1, -1)",33834,59a49a36-23d2-11e8-a6a3-ec086b02610b,"(95, 1099)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(110, 971)"
"(1279, 887)",16,"(1329, 821)",5898,598496c1-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(1220, 1121)","(1315, 975)","(-1, -1)","(1176, 1062)"
"(1493, 1413)",5,"(1581, 1454)",28692,59ffbbeb-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(1556, 1481)","(-1, -1)","(1385, 1371)"
"(774, 1092)",5,"(718, 1058)",37972,5998cd0b-23d2-11e8-a6a3-ec086b02610b,"(813, 1186)","(726, 1106)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(905, 1156)"
"(1541, 718)",5,"(1602, 734)",0bccb0d4-a5a6-4771-a121-b35e69ff3c2a,59eab749-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(1468, 746)","(1580, 761)","(-1, -1)","(1442, 700)"
"(1162, 1067)",5,"(1191, 1139)",15460,5987b487-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(1128, 1093)","(1151, 1129)","(-1, -1)","(1131, 979)"
"(-1, -1)",10,"(474, 1461)",15695,59adfd70-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
"(1041, 748)",6,"(-1, -1)",42967,597e62c6-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(1074, 879)","(1133, 850)","(-1, -1)","(-1, -1)"
"(1123, 823)",10,"(1199, 789)",13416,5a015f20-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(1118, 895)","(1191, 877)","(-1, -1)","(1062, 870)"
"(251, 831)",9,"(121, 956)",18003,59b93b06-23d2-11e8-a6a3-ec086b02610b,"(376, 973)","(185, 996)","(-1, -1)","(323, 966)","(176, 976)","(-1, -1)","(355, 834)"
"(1496, 834)",11,"(1556, 764)",17664,59817af3-23d2-11e8-a6a3-ec086b02610b,"(1500, 892)","(-1, -1)","(1541, 824)","(1450, 876)","(-1, -1)","(1439, 813)","(-1, -1)"
"(1416, 1177)",10,"(1359, 1142)",3692,5965aaa0-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
"(1179, 1092)",3,"(1269, 1261)",39474,597513c5-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(1186, 1252)","(-1, -1)","(993, 978)"
"(8, 858)",99,"(-1, -1)",24604,5a197a39-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(92, 874)"
"(304, 1247)",6,"(314, 1393)",23920,59f79a76-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
"(1250, 1138)",6,"(1140, 1324)",40114,597514da-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(1126, 1471)","(-1, -1)","(-1, -1)","(1334, 1347)","(-1, -1)","(-1, -1)"
"(574, 799)",11,"(594, 720)",24353,59973ce6-23d2-11e8-a6a3-ec086b02610b,"(529, 915)","(-1, -1)","(-1, -1)","(496, 909)","(-1, -1)","(506, 814)","(427, 879)"
"(1409, 1172)",10,"(1357, 1140)",9399,59be3fe2-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
"(1004, 659)",16,"(1113, 619)",19097,5987b389-23d2-11e8-a6a3-ec086b02610b,"(840, 812)","(-1, -1)","(-1, -1)","(972, 794)","(1059, 751)","(-1, -1)","(845, 734)"
"(952, 1352)",3,"(-1, -1)",24312,59e77cda-23d2-11e8-a6a3-ec086b02610b,"(884, 1468)","(-1, -1)","(-1, -1)","(943, 1468)","(1025, 1453)","(-1, -1)","(766, 1458)"
"(1314, 596)",16,"(1391, 558)",29098,59dc243d-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(1380, 681)","(-1, -1)","(1217, 736)","(1319, 713)","(-1, -1)","(1194, 690)"
"(1202, 886)",10,"(1201, 828)",10499,59941dea-23d2-11e8-a6a3-ec086b02610b,"(1166, 972)","(-1, -1)","(-1, -1)","(1229, 973)","(-1, -1)","(-1, -1)","(1195, 955)"
"(1308, 929)",10,"(1322, 856)",42548,5a096a8e-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(1346, 1041)","(-1, -1)","(-1, -1)","(1284, 1015)"
"(377, 863)",6,"(133, 932)",839,59f12b03-23d2-11e8-a6a3-ec086b02610b,"(541, 1043)","(163, 1138)","(-1, -1)","(-1, -1)","(337, 1051)","(-1, -1)","(563, 831)"
"(1129, 624)",5,"(1155, 672)",37512,5a217779-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(1104, 671)","(1129, 686)","(-1, -1)","(1081, 564)"
,16,"(-1, -1)",297,596d65a0-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)",,"(-1, -1)","(-1, -1)",,
"(-1, -1)",5,"(1949, 830)",29038,5a2c83f1-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(1889, 832)"
"(920, 819)",3,"(942, 967)",34542,59d752ac-23d2-11e8-a6a3-ec086b02610b,"(963, 700)","(-1, -1)","(-1, -1)","(790, 704)","(-1, -1)","(-1, -1)","(843, 639)"
"(1171, 1128)",99,"(1135, 1093)",39003,59adfc7d-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(1129, 1183)"
"(1047, 789)",5,"(1007, 757)",41744,59817a4e-23d2-11e8-a6a3-ec086b02610b,"(1101, 880)","(1010, 802)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(1131, 870)"
"(353, 539)",3,"(292, 652)",1901,59ef8b70-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
"(935, 1075)",10,"(846, 1083)",21273,59be3fad-23d2-11e8-a6a3-ec086b02610b,"(1004, 1122)","(875, 1162)","(-1, -1)","(962, 1122)","(-1, -1)","(-1, -1)","(1024, 1055)"
"(342, 1291)",11,"(350, 1100)",43215,59fc7f95-23d2-11e8-a6a3-ec086b02610b,"(363, 1470)","(-1, -1)","(449, 1277)","(445, 1476)","(-1, -1)","(-1, -1)","(-1, -1)"
"(694, 735)",6,"(600, 750)",12958,59ddbff0-23d2-11e8-a6a3-ec086b02610b,"(754, 791)","(627, 778)","(-1, -1)","(805, 788)","(-1, -1)","(-1, -1)","(801, 729)"
"(1572, 770)",10,"(1641, 741)",32405,59be3f0e-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(1596, 833)","(-1, -1)","(-1, -1)","(1513, 812)"
"(1481, 1340)",6,"(1165, 1359)",40443,5975167f-23d2-11e8-a6a3-ec086b02610b,"(1652, 1470)","(1295, 1471)","(-1, -1)","(1727, 1446)","(1367, 1475)","(-1, -1)","(1713, 1319)"
"(738, 976)",6,"(571, 966)",35180,5a04938d-23d2-11e8-a6a3-ec086b02610b,"(901, 1094)","(706, 1106)","(-1, -1)","(820, 1038)","(650, 1080)","(-1, -1)","(877, 949)"
"(1740, 784)",16,"(1617, 804)",39538,5a0c9bfc-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(1664, 898)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(1833, 784)"
"(-1, -1)",5,"(-1, -1)",11983,59cb39b8-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(80, 740)"
"(1396, 1295)",3,"(1510, 1396)",41459,5a116c4b-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(1334, 1423)","(1421, 1459)","(-1, -1)","(1232, 1270)"
"(1299, 789)",8,"(1423, 866)",27563,59be406c-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(1404, 921)","(-1, -1)","(1242, 842)","(1283, 910)","(-1, -1)","(1216, 683)"
"(1024, 1273)",11,"(971, 1181)",12362,5a2e136b-23d2-11e8-a6a3-ec086b02610b,"(1074, 1366)","(-1, -1)","(1065, 1230)","(1058, 1329)","(-1, -1)","(-1, -1)","(1328, 1323)"
"(1581, 724)",6,"(1705, 778)",8117,59673667-23d2-11e8-a6a3-ec086b02610b,"(1570, 869)","(1709, 916)","(-1, -1)","(1522, 831)","(1611, 906)","(-1, -1)","(-1, -1)"
"(785, 1343)",10,"(670, 1413)",9883,59941ec1-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
"(1052, 1323)",10,"(1093, 1164)",38457,5a17dd5c-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
"(-1, -1)",10,"(460, 1463)",10978,59e2a43c-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
"(592, 1050)",5,"(636, 1019)",24906,598179d5-23d2-11e8-a6a3-ec086b02610b,"(592, 1118)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(686, 1086)"
"(456, 929)",10,"(517, 893)",3489,5a2175da-23d2-11e8-a6a3-ec086b02610b,"(382, 1018)","(-1, -1)","(-1, -1)","(422, 1035)","(474, 984)","(-1, -1)","(379, 971)"
"(1480, 826)",11,"(1513, 782)",10659,5a24aa41-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(1452, 885)","(-1, -1)","(1411, 818)","(1384, 799)"
"(1103, 538)",11,"(1133, 494)",34452,59a49bab-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(1068, 576)","(-1, -1)","(1077, 522)","(1025, 553)"
"(1476, 970)",10,"(1591, 911)",17ddbf96-402b-4fa9-b992-d93e50c75c52,5965a9f3-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(1357, 1055)"
"(227, 1200)",16,"(39, 1331)",39395,5a164231-23d2-11e8-a6a3-ec086b02610b,"(513, 1317)","(188, 1414)","(-1, -1)","(312, 1306)","(-1, -1)","(-1, -1)","(491, 1150)"
"(1110, 952)",3,"(1141, 1106)",8951,59d27d06-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(1101, 1133)","(-1, -1)","(1075, 712)"
"(582, 1110)",10,"(568, 1054)",29103,59fe2312-23d2-11e8-a6a3-ec086b02610b,"(596, 1254)","(-1, -1)","(-1, -1)","(645, 1247)","(-1, -1)","(-1, -1)","(560, 1198)"
"(1509, 594)",10,"(1546, 570)",26442,59f1287b-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(1527, 644)","(-1, -1)","(-1, -1)","(1479, 632)"
,6,"(163, 863)",39798,59973c8c-23d2-11e8-a6a3-ec086b02610b,"(249, 862)","(189, 990)",,"(-1, -1)","(-1, -1)",,"(145, 708)"
"(1233, 817)",16,"(1138, 894)",24513,59f798b4-23d2-11e8-a6a3-ec086b02610b,"(1295, 927)","(1174, 1041)","(-1, -1)","(1276, 869)","(-1, -1)","(-1, -1)","(-1, -1)"
"(359, 788)",9,"(285, 817)",39343,59f60061-23d2-11e8-a6a3-ec086b02610b,"(438, 969)","(323, 915)","(-1, -1)","(442, 905)","(408, 919)","(-1, -1)","(492, 824)"
"(662, 680)",16,"(762, 686)",7568,598308bb-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(714, 826)","(-1, -1)","(621, 761)","(751, 844)","(-1, -1)","(576, 572)"
"(15, 780)",5,"(57, 757)",19557,59aadd17-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(13, 949)","(66, 882)","(-1, -1)","(-1, -1)"
"(1237, 1160)",6,"(1351, 1138)",12275,5a0c9ba1-23d2-11e8-a6a3-ec086b02610b,"(1104, 1302)","(-1, -1)","(-1, -1)","(1195, 1278)","(1299, 1261)","(-1, -1)","(1111, 1184)"
"(1760, 666)",16,"(1840, 618)",14033,59bfdd9d-23d2-11e8-a6a3-ec086b02610b,"(1641, 818)","(1760, 759)","(-1, -1)","(1716, 778)","(1822, 717)","(-1, -1)","(1630, 752)"
"(1152, 686)",10,"(1239, 667)",44019,599292e6-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(1011, 751)","(1232, 717)","(-1, -1)","(1060, 683)"
"(61, 838)",9,"(-1, -1)",4700,598ad051-23d2-11e8-a6a3-ec086b02610b,"(192, 991)","(23, 1011)","(-1, -1)","(104, 1001)","(-1, -1)","(-1, -1)","(178, 871)"
"(1334, 956)",10,"(1399, 927)",34732,59adfdee-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
"(1498, 815)",10,"(1594, 802)",4584,59ccd2a2-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(1475, 877)","(1554, 850)","(-1, -1)","(1418, 845)"
,9,,10203,59d27dbc-23d2-11e8-a6a3-ec086b02610b,,,,,,,
"(1963, 581)",16,"(-1, -1)",1634,59f12a6c-23d2-11e8-a6a3-ec086b02610b,"(1859, 722)","(2011, 655)","(-1, -1)","(1919, 702)","(1964, 683)","(-1, -1)","(1854, 659)"
"(887, 1107)",5,"(971, 1124)",5494,5a0fd13b-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(858, 1150)","(942, 1147)","(-1, -1)","(786, 1069)"
"(1792, 803)",11,"(1794, 783)",35941,5a230f15-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(1782, 828)","(-1, -1)","(-1, -1)","(-1, -1)","(1844, 836)"
"(123, 877)",3,"(249, 906)",21621,5a296519-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
"(1531, 357)",34,"(1559, 194)",5460,5995ae72-23d2-11e8-a6a3-ec086b02610b,"(1510, 553)","(-1, -1)","(-1, -1)","(1461, 509)","(1577, 557)","(-1, -1)","(-1, -1)"
"(281, 1357)",3,"(-1, -1)",36456,5995aee5-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
"(356, 789)",5,"(374, 844)",32462,59ddc10c-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(346, 840)","(-1, -1)","(430, 753)"
,16,"(-1, -1)",37676,5a1979b1-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(166, 1175)",,"(303, 928)","(258, 1118)",,"(131, 1010)"
"(569, 1031)",3,"(713, 1143)",23631,59d5b59b-23d2-11e8-a6a3-ec086b02610b,"(563, 1160)","(-1, -1)","(-1, -1)","(532, 1164)","(621, 1160)","(-1, -1)","(408, 897)"
"(1317, 1333)",5,"(1428, 1263)",30460,5a197b41-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(1438, 1383)","(-1, -1)","(-1, -1)","(1372, 1432)","(-1, -1)","(1246, 1298)"
"(-1, -1)",99,"(67, 855)",12388,59783159-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
